,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
473,"RT @BaradaDs: Oppositions demand strike #<U+0906><U+092A>_<U+092A><U+093E><U+0917><U+0932>_<U+0939><U+0948><U+0902> 
#DeMonetization",FALSE,0,NA,2016-11-23 16:56:23,FALSE,NA,801469456056717000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",Shubhammarian,2,TRUE,FALSE
474,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:56:02,FALSE,NA,801469366965506000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rohitsh020678,76,TRUE,FALSE
475,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,2016-11-23 16:55:51,FALSE,NA,801469322434474000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ugramveeram123,45,TRUE,FALSE
476,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:55:36,FALSE,NA,801469260010754000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lovely_Phaaji,66,TRUE,FALSE
477,"#Demonetization #India #EconomicsBehind
Economics behind demonetization of Rs 1000 &amp; 500 notes.
https://t.co/XK1TlhmT8c",FALSE,0,NA,2016-11-23 16:55:33,FALSE,NA,801469246182191000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Amit___Yadav,0,FALSE,FALSE
478,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:55:04,FALSE,NA,801469125285421000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",viren56002,30,TRUE,FALSE
479,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@naﾅ",FALSE,0,NA,2016-11-23 16:54:35,FALSE,NA,801469002627170000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KKK78888,59,TRUE,FALSE
480,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:54:03,FALSE,NA,801468867822223000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vikas_sillycon,95,TRUE,FALSE
481,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:53:57,FALSE,NA,801468845214945000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShriVyas_Vani,30,TRUE,FALSE
482,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardsﾅ,FALSE,0,NA,2016-11-23 16:53:51,FALSE,NA,801468816463118000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emthamizh,45,TRUE,FALSE
483,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:53:37,FALSE,NA,801468759957471000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vikashkronline,66,TRUE,FALSE
484,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:53:29,FALSE,NA,801468726323212000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8Dilip,95,TRUE,FALSE
485,"Oppositions demand strike #<U+0906><U+092A>_<U+092A><U+093E><U+0917><U+0932>_<U+0939><U+0948><U+0902> 
#DeMonetization",FALSE,6,NA,2016-11-23 16:52:47,FALSE,NA,801468551659864000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BaradaDs,2,FALSE,FALSE
486,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:52:45,FALSE,NA,801468542814065000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sanket_363,30,TRUE,FALSE
487,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:52:35,FALSE,NA,801468497679164000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PWagre,76,TRUE,FALSE
488,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists haveﾅ,FALSE,0,NA,2016-11-23 16:52:26,FALSE,NA,801468460148478000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",voidwalker67,637,TRUE,FALSE
489,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:52:18,FALSE,NA,801468429672714000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prasanna_Speaks,30,TRUE,FALSE
490,"When u see ppl like Mamta &amp; Mayawati raising question abt #demonetization , thn anyone will be agree that it's good move by Modi #NoteBandi",FALSE,0,NA,2016-11-23 16:51:54,FALSE,NA,801468325612192000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",justguru1,0,FALSE,FALSE
491,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliameﾅ,FALSE,0,NA,2016-11-23 16:51:51,FALSE,NA,801468313993777000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MP_IYC,71,TRUE,FALSE
492,"RT @Bollywood_Stuff: #RakhiSawant Support #demonetization of #Currency By #PMModi 

VIDEO<U+279C>https://t.co/n7kvc1wsCy

#Rs500andRs1000 #bollywoﾅ",FALSE,0,NA,2016-11-23 16:51:48,FALSE,NA,801468302321127000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shitalmanga,1,TRUE,FALSE
493,Spoke about #demonetization in #India and its impact on #women with @MarcoWerman @pritheworld  https://t.co/EYJfem34nO,FALSE,1,NA,2016-11-23 16:51:32,FALSE,NA,801468235853885000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",siri_notsiri,1,FALSE,FALSE
494,"RT @SreeIyer1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/7SESPjFTD4 @Swamy39 @ﾅ",FALSE,0,NA,2016-11-23 16:51:30,FALSE,NA,801468226655912000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PMADAPALLI,6,TRUE,FALSE
495,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:51:29,FALSE,NA,801468224298590000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jinit12345,30,TRUE,FALSE
496,5lakh from 24.7mil followers of @narendramodi is ~2% only &amp; abt 0.04% only frm 1.2bil India population #demonetization @ndtv #NOT90%ofIndia,FALSE,0,NA,2016-11-23 16:50:59,FALSE,NA,801468098834334000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissVSingh,0,FALSE,FALSE
497,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:50:48,FALSE,NA,801468051572961000,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",vrkommaraju,76,TRUE,FALSE
498,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:50:46,FALSE,NA,801468041062208000,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",subodhsastri,76,TRUE,FALSE
499,Only 5 Lakhs Responses' on #Demonetization?? #Modi ji has more than 20.4 millions follower's on #Twitter &amp; approx... https://t.co/WdoITzJ7n2,FALSE,0,NA,2016-11-23 16:50:40,FALSE,NA,801468015111868000,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",randheer,0,FALSE,FALSE
500,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:50:32,FALSE,NA,801467985097531000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SamWit_Wicky,76,TRUE,FALSE
501,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:50:01,FALSE,NA,801467852037362000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KachhuaaChhaap,95,TRUE,FALSE
502,This is a simple survey at my Facebook page. This too shows mood of the nation on #demonetization Modi has asked... https://t.co/AE6asWMMtB,FALSE,0,NA,2016-11-23 16:49:57,FALSE,NA,801467836837327000,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",MBQasmi,0,FALSE,FALSE
503,@narendramodi #Demonetization is the last refuge of a political scoundrel who keeps @arunjaitley @DasShaktikanta etc as aids,FALSE,0,narendramodi,2016-11-23 16:49:54,FALSE,NA,801467825030238000,18839785,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",everG3,0,FALSE,FALSE
504,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:49:53,FALSE,NA,801467821842579000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",saminsane,95,TRUE,FALSE
505,This is a simple survey at my Facebook page. This too shows mood of the nation on #demonetization Modi has asked wrﾅ https://t.co/Hn94KBvm8J,FALSE,1,NA,2016-11-23 16:49:47,TRUE,NA,801467793979777000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MBQasmi,1,FALSE,FALSE
506,"After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/BsMvVEf5S4",FALSE,0,NA,2016-11-23 16:49:38,FALSE,NA,801467756294050000,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",AppDevM0bile,0,FALSE,FALSE
507,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:49:37,FALSE,NA,801467754511561000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hemant_80,66,TRUE,FALSE
508,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:49:37,FALSE,NA,801467754482172000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",me_sourish,30,TRUE,FALSE
509,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:49:24,FALSE,NA,801467697716482000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YounggunRB2,30,TRUE,FALSE
510,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@naﾅ",FALSE,0,NA,2016-11-23 16:49:08,FALSE,NA,801467630724858000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jspandey_,59,TRUE,FALSE
511,"RT @ModiBharosa: Huge support for PM @narendramodi ﾒs #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter suﾅ",FALSE,0,NA,2016-11-23 16:48:45,FALSE,NA,801467534394298000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",npatel12376,270,TRUE,FALSE
512,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:48:44,FALSE,NA,801467529566687000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naresh0052,95,TRUE,FALSE
513,#sirjadeja  title has been substituted by #moderndayhitler after #demonetization.,FALSE,0,NA,2016-11-23 16:48:31,FALSE,NA,801467475363697000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anechidna,0,FALSE,FALSE
514,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:48:31,FALSE,NA,801467474742952000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UJ1701,66,TRUE,FALSE
515,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:48:28,FALSE,NA,801467461807636000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Be_ManuSya,95,TRUE,FALSE
516,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:48:26,FALSE,NA,801467456921289000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ViewsSpade,95,TRUE,FALSE
517,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:48:25,FALSE,NA,801467451619672000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fromroshan,76,TRUE,FALSE
518,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliameﾅ,FALSE,0,NA,2016-11-23 16:48:16,FALSE,NA,801467412180701000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kadavasach1,71,TRUE,FALSE
519,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:47:48,FALSE,NA,801467296543834000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rkbahadur1,66,TRUE,FALSE
520,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardsﾅ,FALSE,0,NA,2016-11-23 16:47:48,FALSE,NA,801467294132015000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TejasGadiya,45,TRUE,FALSE
521,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:47:40,FALSE,NA,801467262284759000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",namogurlsanj19,30,TRUE,FALSE
522,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of theﾅ",FALSE,0,NA,2016-11-23 16:47:04,FALSE,NA,801467110014808000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kirankumarkanda,33,TRUE,FALSE
523,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:47:03,FALSE,NA,801467106470396000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hindudilse,76,TRUE,FALSE
524,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:46:26,FALSE,NA,801466953030320000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",subramanyajois,95,TRUE,FALSE
525,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,2016-11-23 16:46:24,FALSE,NA,801466942938759000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Control_Uday,45,TRUE,FALSE
526,"RT @FTIIndia: #Demonetization ﾖ How does it impact the common man? 
Read our views here - https://t.co/kFCVgGUcmd https://t.co/n5CjxRgCzr",FALSE,0,NA,2016-11-23 16:46:24,FALSE,NA,801466942187934000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pcheruvally,1,TRUE,FALSE
527,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:45:46,FALSE,NA,801466785723597000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MunishSethi777,66,TRUE,FALSE
528,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliameﾅ,FALSE,0,NA,2016-11-23 16:45:33,FALSE,NA,801466731122176000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cleviic,71,TRUE,FALSE
529,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:45:03,FALSE,NA,801466602348839000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ParuiAbhijan,76,TRUE,FALSE
530,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRahaﾅ,FALSE,0,NA,2016-11-23 16:44:54,FALSE,NA,801466567615713000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pritispeaks,30,TRUE,FALSE
531,"RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/ﾅ",FALSE,0,NA,2016-11-23 16:44:45,FALSE,NA,801466526352085000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bnbharath,21,TRUE,FALSE
532,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:44:39,FALSE,NA,801466503585378000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtulCfo,95,TRUE,FALSE
533,"RT @MahikaInfra: @narendramodi Ji

An unbiased POLL
Of the people
By the people
For the people
of #<U+092D><U+093E><U+0930><U+0924><U+0935><U+0930><U+094D><U+0937> abt
#demonetization
<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https:ﾅ",FALSE,0,NA,2016-11-23 16:44:33,FALSE,NA,801466478167880000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SwatchBharat4u,27,TRUE,FALSE
534,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:44:21,FALSE,NA,801466429249880000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arunk5feb,76,TRUE,FALSE
535,"RT @MahikaInfra: @narendramodi
1st Phase deposits of #demonetization is ""The Real Currency Requirement"" of our nation as liquid cash
https:ﾅ",FALSE,0,NA,2016-11-23 16:44:09,FALSE,NA,801466376586076000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SwatchBharat4u,14,TRUE,FALSE
536,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of theﾅ",FALSE,0,NA,2016-11-23 16:43:56,FALSE,NA,801466322303521000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vennasrinuvasu1,33,TRUE,FALSE
537,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:43:31,FALSE,NA,801466217160581000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kumar_Ke5hav,66,TRUE,FALSE
538,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:43:23,FALSE,NA,801466185606799000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rahulnamo1700,76,TRUE,FALSE
539,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardsﾅ,FALSE,0,NA,2016-11-23 16:43:03,FALSE,NA,801466100214964000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nilofar31,45,TRUE,FALSE
540,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:42:36,FALSE,NA,801465986859692000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",coat32,76,TRUE,FALSE
541,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:42:26,FALSE,NA,801465944312869000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hanamantaasangi,95,TRUE,FALSE
542,RT @Ra_THORe: #IndiaFightsCorruption The honest feel vindicated by the historic move on #Demonetization : @arunjaitley ji @ BJP Parliamentaﾅ,FALSE,0,NA,2016-11-23 16:42:25,FALSE,NA,801465939417932000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MODIfyingBHARAT,40,TRUE,FALSE
543,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon tiﾅ,FALSE,0,NA,2016-11-23 16:42:08,FALSE,NA,801465868530151000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mayuranit,41,TRUE,FALSE
544,"Just think: 

What If RBI removed 500 and 1000 notes, without telling anyone (Ruling and opposition) 

shock n surprise<ed><U+00A0><U+00BD><ed><U+00B8><U+009B>

#demonetization",FALSE,0,NA,2016-11-23 16:42:05,FALSE,NA,801465858178617000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",amitjethva,0,FALSE,FALSE
545,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:41:56,FALSE,NA,801465819066614000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",am_ujjwal,95,TRUE,FALSE
546,RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @Pﾅ,FALSE,0,NA,2016-11-23 16:41:50,FALSE,NA,801465793544266000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MODIfyingBHARAT,43,TRUE,FALSE
547,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,FALSE,0,NA,2016-11-23 16:41:49,FALSE,NA,801465789043724000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pankaj_mahindru,66,TRUE,FALSE
548,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",FALSE,0,NA,2016-11-23 16:41:48,FALSE,NA,801465786917208000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheGoku003,11,TRUE,FALSE
549,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:41:44,FALSE,NA,801465769645183000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mickyaryan,76,TRUE,FALSE
550,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:41:44,FALSE,NA,801465767451656000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BenjwalAnuj,95,TRUE,FALSE
551,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:41:38,FALSE,NA,801465744072577000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prashantm52,95,TRUE,FALSE
552,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon tiﾅ,FALSE,0,NA,2016-11-23 16:41:00,FALSE,NA,801465586375082000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jatindradeo,41,TRUE,FALSE
553,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:40:34,FALSE,NA,801465474743726000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",modicure,95,TRUE,FALSE
554,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,2016-11-23 16:40:26,FALSE,NA,801465439897448000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SarcasticSadhu,95,TRUE,FALSE
555,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardsﾅ,FALSE,0,NA,2016-11-23 16:40:12,FALSE,NA,801465382951420000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Humanity404,45,TRUE,FALSE
556,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can'tﾅ",FALSE,0,NA,2016-11-23 16:40:06,FALSE,NA,801465360004182000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",geeta5579,76,TRUE,FALSE
